"id","subject","ref_f0","dir_f0","ref_ser","dir_ser","ref_voice","dir_voice","vocoder","vocoder_name","vocoder_description","threshold","threshold_f0","threshold_ser","sd","response_datetime","i"
486,"S16",242,242,1,1.49830,"female","child-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",2.55720,0,2.55720,0.70711,"2014-01-28 16:54:17",32
487,"S17",242,242,1,1.49830,"female","child-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",4.56310,0,4.56310,0.82786,"2014-01-22 13:35:48",1
488,"S17",242,242,1,1.49830,"female","child-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",12.25740,0,12.25740,1.64100,"2014-01-22 13:40:19",2
489,"S17",242,242,1,0.80292,"female","male-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",6.86190,0,-6.86190,1.75180,"2014-01-22 13:45:24",3
490,"S17",242,242,1,0.80292,"female","male-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",6.82150,0,-6.82150,2.65410,"2014-01-22 13:53:36",4
491,"S17",242,242,1,1.49830,"female","child-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",7.32840,0,7.32840,1.14020,"2014-01-22 13:57:02",5
492,"S17",242,242,1,0.80292,"female","male-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",18.11440,0,-18.11440,0.77460,"2014-01-22 14:00:43",6
493,"S17",242,242,1,1.49830,"female","child-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",12.70710,0,12.70710,0.77460,"2014-01-22 14:04:12",7
494,"S17",242,242,1,1.49830,"female","child-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",4.46450,0,4.46450,0.50851,"2014-01-22 14:07:52",8
495,"S17",242,242,1,1.49830,"female","child-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",12.13810,0,12.13810,1.61250,"2014-01-22 14:25:15",9
496,"S17",242,242,1,0.80292,"female","male-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",6.19040,0,-6.19040,0.83666,"2014-01-22 14:28:33",10
497,"S17",242,242,1,1.49830,"female","child-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",7.09420,0,7.09420,3.71790,"2014-01-22 14:31:59",11
498,"S17",242,242,1,0.80292,"female","male-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",12.04040,0,-12.04040,1.82520,"2014-01-22 14:38:16",12
499,"S17",242,242,1,1.49830,"female","child-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",12.09760,0,12.09760,2.89310,"2014-01-22 14:41:15",13
500,"S17",242,242,1,1.49830,"female","child-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",7.35700,0,7.35700,3.31660,"2014-01-22 14:46:33",14
501,"S17",242,242,1,0.80292,"female","male-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",16.68340,0,-16.68340,2.32380,"2014-01-22 14:50:14",15
502,"S17",242,242,1,1.49830,"female","child-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",9.06210,0,9.06210,2.68860,"2014-01-22 14:54:08",16
503,"S17",242,242,1,1.49830,"female","child-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",5.39050,0,5.39050,1.18320,"2014-01-24 11:37:44",17
504,"S17",242,242,1,0.80292,"female","male-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",7.64150,0,-7.64150,2.79100,"2014-01-24 11:41:14",18
505,"S17",242,242,1,0.80292,"female","male-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",13.12130,0,-13.12130,4.89010,"2014-01-24 11:45:36",19
506,"S17",242,242,1,0.80292,"female","male-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",4.27020,0,-4.27020,1.49050,"2014-01-24 11:49:40",20
507,"S17",242,242,1,0.80292,"female","male-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",12.81660,0,-12.81660,2.73470,"2014-01-24 11:54:02",21
508,"S17",242,242,1,1.49830,"female","child-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",6.62620,0,6.62620,1.17720,"2014-01-24 12:07:32",22
509,"S17",242,242,1,1.49830,"female","child-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",7.50000,0,7.50000,2.02660,"2014-01-24 12:10:29",23
510,"S17",242,242,1,1.49830,"female","child-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",12.66670,0,12.66670,1.01700,"2014-01-24 12:15:24",24
511,"S17",242,242,1,0.80292,"female","male-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",13,0,-13,1.01700,"2014-01-24 12:17:33",25
512,"S17",242,242,1,0.80292,"female","male-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",12.41420,0,-12.41420,1.61250,"2014-01-24 12:19:37",26
513,"S17",242,242,1,1.49830,"female","child-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",8.51180,0,8.51180,1.97410,"2014-01-24 12:36:53",27
514,"S17",242,242,1,0.80292,"female","male-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",8.80470,0,-8.80470,0.77460,"2014-01-24 12:39:47",28
515,"S17",242,242,1,0.80292,"female","male-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",11.25250,0,-11.25250,0.77460,"2014-01-24 12:42:45",29
516,"S17",242,242,1,0.80292,"female","male-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",15.96450,0,-15.96450,3.72460,"2014-01-24 12:46:35",30
517,"S17",242,242,1,0.80292,"female","male-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",10.52860,0,-10.52860,1.61250,"2014-01-24 12:51:34",31
518,"S17",242,242,1,1.49830,"female","child-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",7.06070,0,7.06070,2.03920,"2014-01-24 12:55:39",32
519,"S2",242,242,1,0.80292,"female","male-vtl",3,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",3.25250,0,-3.25250,0.89443,"2014-11-20 14:20:25",1
