"id","subject","ref_f0","dir_f0","ref_ser","dir_ser","ref_voice","dir_voice","vocoder","vocoder_name","vocoder_description","threshold","threshold_f0","threshold_ser","sd","response_datetime","i"
277,"S10",242,242,1,0.80292,"female","male-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",6.80470,0,-6.80470,0.77460,"2013-12-19 16:39:40",15
278,"S10",242,242,1,0.80292,"female","male-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",3.33680,0,-3.33680,0.85147,"2013-12-19 16:42:21",16
279,"S10",242,242,1,0.80292,"female","male-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",8.11440,0,-8.11440,1.73210,"2013-12-19 16:47:05",17
280,"S10",242,242,1,0.80292,"female","male-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",3.05720,0,-3.05720,1.09660,"2014-01-06 09:15:30",18
281,"S10",242,242,1,1.49830,"female","child-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",4.06900,0,4.06900,0.89443,"2014-01-06 09:19:25",19
282,"S10",242,242,1,0.80292,"female","male-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",6.74750,0,-6.74750,0.54772,"2014-01-06 09:22:42",20
283,"S10",242,242,1,0.80292,"female","male-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",5.01180,0,-5.01180,0.83666,"2014-01-06 09:26:27",21
284,"S10",242,242,1,0.80292,"female","male-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",4.21370,0,-4.21370,0.61688,"2014-01-06 09:29:26",22
285,"S10",242,242,1,0.80292,"female","male-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",6.62620,0,-6.62620,1.17720,"2014-01-06 09:34:36",23
286,"S10",242,242,1,1.49830,"female","child-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",4.09760,0,4.09760,0.80623,"2014-01-06 09:37:25",24
287,"S10",242,242,1,1.49830,"female","child-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",4.35010,0,4.35010,0.38730,"2014-01-06 09:40:47",25
288,"S10",242,242,1,1.49830,"female","child-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",3.35010,0,3.35010,1.09660,"2014-01-06 09:44:24",26
289,"S10",242,242,1,1.49830,"female","child-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",3.05720,0,3.05720,0.59161,"2014-01-06 09:59:43",27
290,"S10",242,242,1,0.80292,"female","male-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",5.23570,0,-5.23570,1.14020,"2014-01-06 10:03:01",28
291,"S10",242,242,1,0.80292,"female","male-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",4.62280,0,-4.62280,1.50290,"2014-01-06 10:06:47",29
292,"S10",242,242,1,1.49830,"female","child-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",4.32840,0,4.32840,0.69231,"2014-01-06 10:11:05",30
293,"S10",242,242,1,1.49830,"female","child-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",3.67850,0,3.67850,0.83666,"2014-01-06 10:16:02",31
294,"S10",242,242,1,1.49830,"female","child-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",3.53700,0,3.53700,0.95768,"2014-01-06 10:19:26",32
295,"S11",242,242,1,1.49830,"female","child-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",5.39400,0,5.39400,0.80623,"2014-01-07 12:59:09",1
296,"S11",242,242,1,1.49830,"female","child-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",5.82840,0,5.82840,0.82938,"2014-01-07 13:03:33",2
297,"S11",242,242,1,1.49830,"female","child-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",4.17850,0,4.17850,0.82938,"2014-01-07 13:07:28",3
298,"S11",242,242,1,0.80292,"female","male-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",3.65480,0,-3.65480,0.80623,"2014-01-07 13:11:20",4
299,"S11",242,242,1,1.49830,"female","child-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",4.05720,0,4.05720,0.79867,"2014-01-07 13:14:54",5
300,"S11",242,242,1,0.80292,"female","male-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",2.57740,0,-2.57740,0.53016,"2014-01-07 13:19:15",6
301,"S11",242,242,1,1.49830,"female","child-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",2.92500,0,2.92500,0.74570,"2014-01-07 13:23:32",7
302,"S11",242,242,1,0.80292,"female","male-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",7.80960,0,-7.80960,0.67718,"2014-01-07 13:27:44",8
303,"S11",242,242,1,1.49830,"female","child-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",2.99650,0,2.99650,0.57009,"2014-01-07 13:55:57",9
304,"S11",242,242,1,0.80292,"female","male-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",4.09170,0,-4.09170,1.38430,"2014-01-07 14:01:12",10
305,"S11",242,242,1,1.49830,"female","child-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",3.87130,0,3.87130,1.45160,"2014-01-07 14:06:20",11
306,"S11",242,242,1,1.49830,"female","child-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",2.66670,0,2.66670,0.25425,"2014-01-07 14:10:53",12
307,"S11",242,242,1,0.80292,"female","male-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",5.56900,0,-5.56900,1.95810,"2014-01-07 14:14:55",13
308,"S11",242,242,1,0.80292,"female","male-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",4.17850,0,-4.17850,0.54772,"2014-01-07 14:18:54",14
309,"S11",242,242,1,0.80292,"female","male-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",7.43100,0,-7.43100,1.18320,"2014-01-07 14:22:20",15
310,"S11",242,242,1,0.80292,"female","male-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",2.58820,0,-2.58820,0.58646,"2014-01-07 14:25:59",16
311,"S11",242,242,1,0.80292,"female","male-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",4.67850,0,-4.67850,0.83666,"2014-01-15 13:51:13",17
312,"S11",242,242,1,0.80292,"female","male-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",2.02980,0,-2.02980,1.08850,"2014-01-15 13:54:39",18
313,"S11",242,242,1,1.49830,"female","child-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",1.50490,0,1.50490,0.41833,"2014-01-15 13:59:48",19
314,"S11",242,242,1,0.80292,"female","male-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",3.52860,0,-3.52860,1.17180,"2014-01-15 14:03:37",20
315,"S11",242,242,1,0.80292,"female","male-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",2.30720,0,-2.30720,0.42067,"2014-01-15 14:07:43",21
316,"S11",242,242,1,0.80292,"female","male-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",3.52610,0,-3.52610,0.87588,"2014-01-15 14:12:58",22
317,"S11",242,242,1,0.80292,"female","male-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",4.53550,0,-4.53550,0.50851,"2014-01-15 14:18:01",23
318,"S11",242,242,1,1.49830,"female","child-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",2.02860,0,2.02860,0.87963,"2014-01-15 14:22:17",24
319,"S11",242,242,1,1.49830,"female","child-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",5.39050,0,5.39050,1.18320,"2014-01-15 14:27:43",25
320,"S11",242,242,1,1.49830,"female","child-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",3.84520,0,3.84520,0.83666,"2014-01-15 15:09:56",26
321,"S11",242,242,1,1.49830,"female","child-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",4.69870,0,4.69870,1.12190,"2014-01-15 15:13:25",27
322,"S11",242,242,1,0.80292,"female","male-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",3.10850,0,-3.10850,0.75829,"2014-01-15 15:17:59",28
323,"S11",242,242,1,0.80292,"female","male-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",2.04290,0,-2.04290,0.61237,"2014-01-15 15:23:36",29
324,"S11",242,242,1,1.49830,"female","child-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",3.05720,0,3.05720,0.71315,"2014-01-15 15:27:37",30
325,"S11",242,242,1,1.49830,"female","child-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",1.71200,0,1.71200,0.43301,"2014-01-15 15:31:46",31
326,"S11",242,242,1,1.49830,"female","child-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",2.70360,0,2.70360,0.59161,"2014-01-15 15:36:30",32
327,"S12",242,242,1,1.49830,"female","child-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",3.50490,0,3.50490,0.89583,"2014-01-07 15:40:01",1
328,"S12",242,242,1,1.49830,"female","child-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",4.14300,0,4.14300,0.82005,"2014-01-07 15:44:44",2
329,"S12",242,242,1,1.49830,"female","child-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",2.60480,0,2.60480,0.28878,"2014-01-07 15:50:08",3
330,"S12",242,242,1,0.80292,"female","male-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",4.01180,0,-4.01180,0.83666,"2014-01-07 15:54:51",4
331,"S12",242,242,1,1.49830,"female","child-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",4.64300,0,4.64300,0.59161,"2014-01-07 15:58:42",5
332,"S12",242,242,1,0.80292,"female","male-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",2.26010,0,-2.26010,0.56696,"2014-01-07 16:02:42",6
333,"S12",242,242,1,1.49830,"female","child-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",4.36190,0,4.36190,0.38730,"2014-01-07 16:07:48",7
334,"S12",242,242,1,0.80292,"female","male-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",2.93930,0,-2.93930,1.12730,"2014-01-07 16:12:09",8
335,"S12",242,242,1,1.49830,"female","child-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",3.14050,0,3.14050,0.76392,"2014-01-07 16:16:39",9
336,"S12",242,242,1,0.80292,"female","male-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",3.29290,0,-3.29290,0.59161,"2014-01-07 16:21:25",10
337,"S12",242,242,1,1.49830,"female","child-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",2.87870,0,2.87870,0.61092,"2014-01-07 16:25:02",11
338,"S12",242,242,1,1.49830,"female","child-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",3.81980,0,3.81980,0.73314,"2014-01-07 16:30:28",12
339,"S12",242,242,1,0.80292,"female","male-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",5.17850,0,-5.17850,1.22470,"2014-01-07 16:37:14",13
340,"S12",242,242,1,0.80292,"female","male-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",3.36540,0,-3.36540,0.77067,"2014-01-15 16:25:40",14
341,"S12",242,242,1,0.80292,"female","male-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",3.53700,0,-3.53700,0.59161,"2014-01-15 16:29:57",15
342,"S12",242,242,1,0.80292,"female","male-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",1.50960,0,-1.50960,0.77736,"2014-01-15 16:33:08",16
343,"S12",242,242,1,0.80292,"female","male-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",1.30090,0,-1.30090,1.02500,"2014-01-15 16:37:02",17
344,"S12",242,242,1,0.80292,"female","male-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",1.84490,0,-1.84490,0.29580,"2014-01-15 16:43:39",18
345,"S12",242,242,1,1.49830,"female","child-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",2.35180,0,2.35180,0.53619,"2014-01-15 16:48:46",19
346,"S12",242,242,1,0.80292,"female","male-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",3.75250,0,-3.75250,1.14020,"2014-01-15 16:53:47",20
347,"S12",242,242,1,0.80292,"female","male-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",4.01180,0,-4.01180,0.83666,"2014-01-15 16:57:50",21
348,"S12",242,242,1,0.80292,"female","male-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",3.17500,0,-3.17500,0.35957,"2014-01-15 17:01:21",22
349,"S12",242,242,1,0.80292,"female","male-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",4.25250,0,-4.25250,1.47910,"2014-01-15 17:05:33",23
350,"S12",242,242,1,1.49830,"female","child-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",2.97390,0,2.97390,0.89781,"2014-01-15 17:09:52",24
351,"S12",242,242,1,1.49830,"female","child-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",3.48400,0,3.48400,1.05390,"2014-01-15 18:04:51",25
352,"S12",242,242,1,1.49830,"female","child-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",3.05820,0,3.05820,1.12920,"2014-01-15 18:10:51",26
353,"S12",242,242,1,1.49830,"female","child-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",5.17850,0,5.17850,0.67082,"2014-01-15 18:16:15",27
354,"S12",242,242,1,0.80292,"female","male-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",3.84520,0,-3.84520,1.00850,"2014-01-15 18:21:03",28
355,"S12",242,242,1,0.80292,"female","male-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",2.05300,0,-2.05300,0.42992,"2014-01-15 18:25:12",29
356,"S12",242,242,1,1.49830,"female","child-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",5.47140,0,5.47140,0.77460,"2014-01-15 18:30:18",30
357,"S12",242,242,1,1.49830,"female","child-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",2.04530,0,2.04530,0.53085,"2014-01-15 18:33:18",31
358,"S12",242,242,1,1.49830,"female","child-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",2.12620,0,2.12620,0.41833,"2014-01-15 18:37:18",32
359,"S13",242,242,1,1.49830,"female","child-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",7.33330,0,7.33330,1.34160,"2014-01-10 09:21:34",1
360,"S13",242,242,1,1.49830,"female","child-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",4.83330,0,4.83330,0.67082,"2014-01-10 09:24:05",2
361,"S13",242,242,1,1.49830,"female","child-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",9.09760,0,9.09760,1.86620,"2014-01-10 09:28:32",3
362,"S13",242,242,1,0.80292,"female","male-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",6.25940,0,-6.25940,0.54772,"2014-01-10 09:31:35",4
363,"S13",242,242,1,1.49830,"female","child-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",6.40730,0,6.40730,1.59600,"2014-01-10 09:34:30",5
364,"S13",242,242,1,0.80292,"female","male-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",3.81800,0,-3.81800,0.38730,"2014-01-10 09:38:30",6
365,"S13",242,242,1,1.49830,"female","child-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",3.04360,0,3.04360,1.68610,"2014-01-10 09:42:29",7
366,"S13",242,242,1,0.80292,"female","male-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",4.91770,0,-4.91770,1.41370,"2014-01-10 09:48:09",8
367,"S13",242,242,1,1.49830,"female","child-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",4.12620,0,4.12620,1.47910,"2014-01-10 09:53:27",9
368,"S13",242,242,1,0.80292,"female","male-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",4.36190,0,-4.36190,0.38730,"2014-01-10 10:16:31",10
369,"S13",242,242,1,1.49830,"female","child-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",4.90240,0,4.90240,1.22470,"2014-01-10 10:19:48",11
370,"S13",242,242,1,1.49830,"female","child-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",6.97630,0,6.97630,0.77460,"2014-01-10 10:23:05",12
371,"S13",242,242,1,0.80292,"female","male-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",6.15970,0,-6.15970,2.16450,"2014-01-10 10:26:47",13
372,"S13",242,242,1,0.80292,"female","male-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",4.05720,0,-4.05720,0.38730,"2014-01-10 10:31:32",14
373,"S13",242,242,1,0.80292,"female","male-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",2.43930,0,-2.43930,0.59161,"2014-01-10 10:35:43",15
374,"S13",242,242,1,0.80292,"female","male-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",4.09760,0,-4.09760,0.80623,"2014-01-10 10:39:19",16
375,"S13",242,242,1,0.80292,"female","male-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",6.76430,0,-6.76430,1.26490,"2014-01-22 11:16:09",17
376,"S13",242,242,1,0.80292,"female","male-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",6.26920,0,-6.26920,1.20770,"2014-01-22 11:19:21",18
377,"S13",242,242,1,1.49830,"female","child-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",4.04040,0,4.04040,1.63190,"2014-01-22 11:23:22",19
378,"S13",242,242,1,0.80292,"female","male-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",3.75250,0,-3.75250,1.14020,"2014-01-22 11:27:37",20
379,"S13",242,242,1,0.80292,"female","male-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",5.47140,0,-5.47140,1.61340,"2014-01-22 11:31:56",21
380,"S13",242,242,1,0.80292,"female","male-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",4.67850,0,-4.67850,0.83666,"2014-01-22 11:37:12",22
